Bill Number,Title,Summary,Sponsor,Cosponsors (Overview),Cosponsor List,Introduced,Status,Prognosis,Source URL,Committees,Vote Type,Vote Date,Vote Result,Related Bills,Subjects
HR396,H.R. 396 (118th): Closing the Bump Stock Loophole Act of 2023,To regulate bump stocks in the same manner as machineguns.,Dina Titus,Cosponsors,"Titus, Dina [D-NV1, 2013-2026], Raskin, Jamie [D-MD8, 2017-2026], Cohen, Steve [D-TN9, 2007-2026], Johnson, Henry C. “Hank” [D-GA4, 2007-2026], Neguse, Joe [D-CO2, 2019-2026], Scanlon, Mary [D-PA5, 2019-2026], Ross, Deborah [D-NC2, 2021-2026], Correa, Luis [D-CA46, 2017-2026], Goldman, Dan [D-NY10, 2023-2026], Balint, Becca [D-VT, 2023-2026], Crockett, Jasmine [D-TX30, 2023-2026], Moskowitz, Jared [D-FL23, 2023-2026], McBath, Lucy [D-GA7, 2023-2024], Jayapal, Pramila [D-WA7, 2017-2026], Swalwell, Eric [D-CA14, 2023-2026], Kamlager-Dove, Sydney [D-CA37, 2023-2026], García, Jesús “Chuy” [D-IL4, 2019-2026], Nadler, Jerrold [D-NY12, 2023-2026], Lieu, Ted [D-CA36, 2023-2026], Lofgren, Zoe [D-CA18, 2023-2026], Fitzpatrick, Brian [R-PA1, 2019-2026], Horsford, Steven [D-NV4, 2019-2026], Davis, Danny [D-IL7, 1997-2026], Doggett, Lloyd [D-TX37, 2023-2026], Boyle, Brendan [D-PA2, 2019-2026], DelBene, Suzan [D-WA1, 2012-2026], Plaskett, Stacey [D-VI, 2015-2026], Sánchez, Linda [D-CA38, 2013-2026], Gomez, Jimmy [D-CA34, 2017-2026], Beyer, Donald [D-VA8, 2015-2026], Larson, John [D-CT1, 1999-2026], Chu, Judy [D-CA28, 2023-2026], Evans, Dwight [D-PA3, 2019-2026], Schneider, Bradley “Brad” [D-IL10, 2017-2026], Thompson, Mike [D-CA4, 2023-2026], Moore, Gwen [D-WI4, 2005-2026], Sewell, Terri [D-AL7, 2011-2026], Kildee, Daniel [D-MI8, 2023-2024], Bonamici, Suzanne [D-OR1, 2012-2026], Garamendi, John [D-CA8, 2023-2026], Norton, Eleanor [D-DC, 1991-2026], Watson Coleman, Bonnie [D-NJ12, 2015-2026], Beatty, Joyce [D-OH3, 2013-2026], Tokuda, Jill [D-HI2, 2023-2026], Auchincloss, Jake [D-MA4, 2021-2026], Barragán, Nanette [D-CA44, 2017-2026], Brownley, Julia [D-CA26, 2013-2026], Carter, Troy [D-LA2, 2021-2026], Cleaver, Emanuel [D-MO5, 2005-2026], DeSaulnier, Mark [D-CA10, 2023-2026], Garcia, Sylvia [D-TX29, 2019-2026], Moulton, Seth [D-MA6, 2015-2026], Payne, Donald [D-NJ10, 2012-2024], Smith, Adam [D-WA9, 1997-2026], Stevens, Haley [D-MI11, 2019-2026], Tlaib, Rashida [D-MI12, 2023-2026], Cherfilus-McCormick, Sheila [D-FL20, 2022-2026], Lee, Barbara [D-CA12, 2023-2024], Soto, Darren [D-FL9, 2017-2026], Blumenauer, Earl [D-OR3, 1996-2024], Craig, Angie [D-MN2, 2019-2026], Crow, Jason [D-CO6, 2019-2026], Himes, James “Jim” [D-CT4, 2009-2026], Ivey, Glenn [D-MD4, 2023-2026], Jacobs, Sara [D-CA51, 2023-2026], Mullin, Kevin [D-CA15, 2023-2026], Garcia, Robert Julio [D-CA42, 2023-2026], Green, Al [D-TX9, 2005-2026], McGovern, James “Jim” [D-MA2, 2013-2026], Morelle, Joseph [D-NY25, 2018-2026], Phillips, Dean [D-MN3, 2019-2024], Quigley, Mike [D-IL5, 2009-2026], Castor, Kathy [D-FL14, 2013-2026], Magaziner, Seth [D-RI2, 2023-2026], Cicilline, David [D-RI1, 2011-2023], DeGette, Diana [D-CO1, 1997-2026], Gottheimer, Josh [D-NJ5, 2017-2026], Higgins, Brian [D-NY26, 2013-2024], Hoyle, Valerie [D-OR4, 2023-2026], Lynch, Stephen [D-MA8, 2013-2026], Scholten, Hillary [D-MI3, 2023-2026], Ocasio-Cortez, Alexandria [D-NY14, 2019-2026], Schakowsky, Janice “Jan” [D-IL9, 1999-2026], Wilson, Frederica [D-FL24, 2013-2026], Cartwright, Matthew “Matt” [D-PA8, 2019-2024], Connolly, Gerald [D-VA11, 2009-2026], Hayes, Jahana [D-CT5, 2019-2026], Bowman, Jamaal [D-NY16, 2021-2024], Carson, André [D-IN7, 2008-2026], Kelly, Robin [D-IL2, 2013-2026], Allred, Colin [D-TX32, 2019-2024], Kim, Andy [D-NJ3, 2019-2024], Brown, Shontel [D-OH11, 2021-2026], Espaillat, Adriano [D-NY13, 2017-2026], Pettersen, Brittany [D-CO7, 2023-2026], Stansbury, Melanie [D-NM1, 2021-2026], Foushee, Valerie [D-NC4, 2023-2026], Omar, Ilhan [D-MN5, 2019-2026], Spanberger, Abigail [D-VA7, 2019-2024], Lee, Summer [D-PA12, 2023-2026], McGarvey, Morgan [D-KY3, 2023-2026], Case, Ed [D-HI1, 2019-2026], Sherrill, Mikie [D-NJ11, 2019-2026], Cárdenas, Tony [D-CA29, 2013-2024], Grijalva, Raúl [D-AZ7, 2023-2026], McClellan, Jennifer [D-VA4, 2023-2026], Castro, Joaquin [D-TX20, 2013-2026], Williams, Nikema [D-GA5, 2021-2026], Casten, Sean [D-IL6, 2019-2026], Keating, William R. [D-MA9, 2013-2026], McCollum, Betty [D-MN4, 2001-2026], Trahan, Lori [D-MA3, 2019-2026], DeLauro, Rosa [D-CT3, 1991-2026], Sherman, Brad [D-CA32, 2023-2026], Frankel, Lois [D-FL22, 2023-2026], Sarbanes, John [D-MD3, 2007-2024], Budzinski, Nicole (Nikki) [D-IL13, 2023-2026], Jackson, Jonathan [D-IL1, 2023-2026], Clarke, Yvette [D-NY9, 2013-2026], Peters, Scott [D-CA50, 2023-2026], Mfume, Kweisi [D-MD7, 2020-2026], Scott, Robert “Bobby” [D-VA3, 1993-2026], Trone, David [D-MD6, 2019-2024], Carbajal, Salud [D-CA24, 2017-2026], Menendez, Robert Jacobsen [D-NJ8, 2023-2026], Wasserman Schultz, Debbie [D-FL25, 2023-2026], Salinas, Andrea [D-OR6, 2023-2026], Frost, Maxwell [D-FL10, 2023-2026], Meng, Grace [D-NY6, 2013-2026], Pingree, Chellie [D-ME1, 2009-2026], Thanedar, Shri [D-MI13, 2023-2026], Harder, Josh [D-CA9, 2023-2026], Landsman, Greg [D-OH1, 2023-2026], Jackson Lee, Sheila [D-TX18, 1995-2024], Norcross, Donald [D-NJ1, 2014-2026], Larsen, Rick [D-WA2, 2001-2026], Fletcher, Lizzie [D-TX7, 2019-2026], Lee, Susie [D-NV3, 2019-2026], Ramirez, Delia [D-IL3, 2023-2026], Ryan, Patrick [D-NY18, 2023-2026], Dingell, Debbie [D-MI6, 2023-2026], Amo, Gabe [D-RI1, 2023-2026], Krishnamoorthi, Raja [D-IL8, 2017-2026], Bera, Ami [D-CA6, 2023-2026], Courtney, Joe [D-CT2, 2007-2026], Foster, Bill [D-IL11, 2013-2026], Gallego, Ruben [D-AZ3, 2023-2024], Manning, Kathy [D-NC6, 2021-2024], Napolitano, Grace [D-CA31, 2023-2024], Pressley, Ayanna [D-MA7, 2019-2026], Deluzio, Chris [D-PA17, 2023-2026], Eshoo, Anna [D-CA16, 2023-2024], Porter, Katie [D-CA47, 2023-2024], Stanton, Greg [D-AZ4, 2023-2026], Tonko, Paul [D-NY20, 2013-2026], Vargas, Juan [D-CA52, 2023-2026], Wexton, Jennifer [D-VA10, 2019-2024], Blunt Rochester, Lisa [D-DE, 2017-2024], Strickland, Marilyn [D-WA10, 2021-2026], Adams, Alma [D-NC12, 2014-2026], Kennedy, Timothy [D-NY26, 2024-2026], Leger Fernandez, Teresa [D-NM3, 2021-2026], Matsui, Doris [D-CA7, 2023-2026], Pascrell, Bill [D-NJ9, 2013-2024], Pocan, Mark [D-WI2, 2013-2026], Ruppersberger, A. Dutch [D-MD2, 2003-2024], Torres, Norma [D-CA35, 2015-2026], Torres, Ritchie [D-NY15, 2021-2026], Veasey, Marc [D-TX33, 2013-2026], Velázquez, Nydia [D-NY7, 2013-2026], Jackson, Jeffrey [D-NC14, 2023-2024], Schrier, Kim [D-WA8, 2019-2026], Kaptur, Marcy [D-OH9, 1983-2026], Kilmer, Derek [D-WA6, 2013-2024], Mrvan, Frank [D-IN1, 2021-2026], Caraveo, Yadira [D-CO8, 2023-2024], Clyburn, James “Jim” [D-SC6, 1993-2026], Houlahan, Chrissy [D-PA6, 2019-2026], Schiff, Adam [D-CA30, 2023-2024], Scott, David [D-GA13, 2003-2026], Sorensen, Eric [D-IL17, 2023-2026], Pappas, Chris [D-NH1, 2019-2026], Costa, Jim [D-CA21, 2023-2026], Levin, Mike [D-CA49, 2019-2026], Bush, Cori [D-MO1, 2021-2024], Dean, Madeleine [D-PA4, 2019-2026], Sykes, Emilia [D-OH13, 2023-2026], Aguilar, Pete [D-CA33, 2023-2026], Casar, Gregorio [D-TX35, 2023-2026], Escobar, Veronica [D-TX16, 2019-2026], Meeks, Gregory [D-NY5, 2013-2026], Takano, Mark [D-CA39, 2023-2026], Ruiz, Raul [D-CA25, 2023-2026], Underwood, Lauren [D-IL14, 2019-2026], Khanna, Ro [D-CA17, 2017-2026], Slotkin, Elissa [D-MI7, 2023-2024]","Jan 17, 2023 118 th Congress (2023–2025)","Introduced (Jan 17, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hr396,House Judiciary,,Introduced,"Last Action: Sep 29, 2021",", H.R. 5427 (117th)","Crime and Law Enforcement, Firearms and explosives, Licensing and registrations"
HR397,H.R. 397 (118th): GORAC Act,"To require the evaluation of Federal agencies and programs for duplicative, wasteful, or outdated functions, and to recommend the elimination or realignment of such functions, and for other purposes.",Beth Van Duyne,Cosponsors,"Van Duyne, Beth [R-TX24, 2021-2026], Carter, Earl “Buddy” [R-GA1, 2015-2026], Finstad, Brad [R-MN1, 2022-2026]","Jan 17, 2023 118 th Congress (2023–2025)","Introduced (Jan 17, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hr397,House Oversight and Government Reform,,Introduced,"Last Action: Oct 28, 2022",", H.R. 9253 (117th)","Government Operations and Politics, Accounting and auditing, Congressional oversight, Executive agency funding and structure, show 4 more, Government employee pay, benefits, personnel management, Government information and archives, Government studies and investigations, Legislative rules and procedure, show less"
HR398,H.R. 398 (118th): Protecting Life and Integrity in Research Act of 2023,"To amend the Public Health Service Act to prohibit the Secretary of Health and Human Services from conducting or supporting any research involving human fetal tissue that is obtained pursuant to an induced abortion, and for other purposes.",Blaine Luetkemeyer,Cosponsors,"Luetkemeyer, Blaine [R-MO3, 2013-2024], Guthrie, Brett [R-KY2, 2009-2026], Allen, Rick [R-GA12, 2015-2026], Joyce, John [R-PA13, 2019-2026], Weber, Randy [R-TX14, 2013-2026], Latta, Robert [R-OH5, 2007-2026], Alford, Mark [R-MO4, 2023-2026], Arrington, Jodey [R-TX19, 2017-2026], Burlison, Eric [R-MO7, 2023-2026], Cloud, Michael [R-TX27, 2018-2026], Clyde, Andrew [R-GA9, 2021-2026], De La Cruz, Mónica [R-TX15, 2023-2026], Duncan, Jeff [R-SC3, 2011-2024], Ellzey, Jake [R-TX6, 2021-2026], Ezell, Mike [R-MS4, 2023-2026], Feenstra, Randy [R-IA4, 2021-2026], Gaetz, Matt [R-FL1, 2017-2024], Graves, Garret [R-LA6, 2015-2024], Grothman, Glenn [R-WI6, 2015-2026], Jackson, Ronny [R-TX13, 2021-2026], Johnson, Bill [R-OH6, 2011-2024], Johnson, Mike [R-LA4, 2017-2026], Kelly, Trent [R-MS1, 2015-2026], Kustoff, David [R-TN8, 2017-2026], Lamborn, Doug [R-CO5, 2007-2024], Miller, Mary [R-IL15, 2021-2026], Mooney, Alexander [R-WV2, 2015-2024], Posey, Bill [R-FL8, 2013-2024], Rosendale, Matthew [R-MT2, 2023-2024], Santos, George [R-NY3, 2023-2023], Self, Keith [R-TX3, 2023-2026], Smith, Christopher “Chris” [R-NJ4, 1981-2026], Wenstrup, Brad [R-OH2, 2013-2024], Williams, Roger [R-TX25, 2013-2026], Babin, Brian [R-TX36, 2015-2026], Guest, Michael [R-MS3, 2019-2026], Lesko, Debbie [R-AZ8, 2018-2024], Stauber, Pete [R-MN8, 2019-2026], Boebert, Lauren [R-CO3, 2021-2024], Cline, Ben [R-VA6, 2019-2026], Bost, Mike [R-IL12, 2015-2026], LaTurner, Jacob “Jake” [R-KS2, 2021-2024], Rogers, Harold “Hal” [R-KY5, 1981-2026], Fischbach, Michelle [R-MN7, 2021-2026], Carl, Jerry [R-AL1, 2021-2024]","Jan 20, 2023 118 th Congress (2023–2025)","Introduced (Jan 20, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hr398,"House Energy and Commerce, ↪, Health",,Introduced,"Last Action: Jan 28, 2021",", H.R. 563 (117th)",Health
HR399,H.R. 399 (118th): Small Business Advocacy Improvements Act of 2023,"To clarify the primary functions and duties of the Office of Advocacy of the Small Business Administration, and for other purposes.",Blaine Luetkemeyer,Cosponsors,"Luetkemeyer, Blaine [R-MO3, 2013-2024], Carter, Troy [D-LA2, 2021-2026], Mfume, Kweisi [D-MD7, 2020-2026]","Jan 20, 2023 118 th Congress (2023–2025)","Passed House (Senate next) (Jan 25, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hr399,House Small Business,,Passed House (Senate next),"Last Action: Apr 26, 2022",", H.R. 6454 (117th)","Commerce, Competitiveness, trade promotion, trade deficits, Economic performance and conditions, Executive agency funding and structure, show 3 more, Small Business Administration, Small business, Veterans' education, employment, rehabilitation, show less"
HR400,H.R. 400 (118th): Investing in Main Street Act of 2023,To amend the Small Business Investment Act of 1958 to increase the amount that may be invested in small business investment companies.,Judy Chu,Cosponsors,"Chu, Judy [D-CA28, 2023-2026], Garbarino, Andrew [R-NY2, 2021-2026], James, John [R-MI10, 2023-2026], Thanedar, Shri [D-MI13, 2023-2026]","Jan 20, 2023 118 th Congress (2023–2025)","Passed House (Senate next) (Jan 25, 2023)",N/A,https://www.govtrack.us/congress/bills/118/hr400,House Small Business,House Vote on Passage,On Motion to Suspend the Rules and Pass,"Jan 25, 2023 4:31 p.m.",", H.R. 4256 (117th)","Commerce, Bank accounts, deposits, capital, Banking and financial institutions regulation, Business investment and capital, show 1 more, Small business, show less"
S1,S. 1 (118th): Freedom to Vote Act,"A bill to expand Americans' access to the ballot box and reduce the influence of big money in politics, and for other purposes.",Amy Klobuchar,Cosponsors,"Klobuchar, Amy [D-MN, 2007-2030], Padilla, Alejandro “Alex” [D-CA, 2021-2028], Bennet, Michael [D-CO, 2009-2028], Merkley, Jeff [D-OR, 2009-2026], Ossoff, Jon [D-GA, 2021-2026], Schumer, Charles “Chuck” [D-NY, 1999-2028], Warner, Mark [D-VA, 2009-2026], Welch, Peter [D-VT, 2023-2028], Baldwin, Tammy [D-WI, 2013-2030], Blumenthal, Richard [D-CT, 2011-2028], Booker, Cory [D-NJ, 2013-2026], Brown, Sherrod [D-OH, 2007-2024], Cantwell, Maria [D-WA, 2001-2030], Cardin, Benjamin [D-MD, 2007-2024], Carper, Thomas [D-DE, 2001-2024], Casey, Robert “Bob” [D-PA, 2007-2024], Coons, Christopher [D-DE, 2010-2026], Cortez Masto, Catherine [D-NV, 2017-2028], Duckworth, Tammy [D-IL, 2017-2028], Durbin, Richard [D-IL, 1997-2026], Feinstein, Dianne [D-CA, 1992-2023], Fetterman, John [D-PA, 2023-2028], Gillibrand, Kirsten [D-NY, 2009-2030], Hassan, Margaret “Maggie” [D-NH, 2017-2028], Heinrich, Martin [D-NM, 2013-2030], Hickenlooper, John [D-CO, 2021-2026], Hirono, Mazie [D-HI, 2013-2030], Kaine, Timothy “Tim” [D-VA, 2013-2030], Kelly, Mark [D-AZ, 2020-2028], King, Angus [I-ME, 2013-2030], Luján, Ben [D-NM, 2021-2026], Manchin, Joe [I-WV, 2010-2024], Markey, Edward “Ed” [D-MA, 2013-2026], Menendez, Robert “Bob” [D-NJ, 2006-2024], Murphy, Christopher [D-CT, 2013-2030], Murray, Patty [D-WA, 1993-2028], Peters, Gary [D-MI, 2015-2026], Reed, John F. “Jack” [D-RI, 1997-2026], Rosen, Jacky [D-NV, 2019-2030], Sanders, Bernard “Bernie” [I-VT, 2007-2030], Schatz, Brian [D-HI, 2012-2028], Shaheen, Jeanne [D-NH, 2009-2026], Sinema, Kyrsten [I-AZ, 2019-2024], Smith, Tina [D-MN, 2018-2026], Stabenow, Debbie [D-MI, 2001-2024], Tester, Jon [D-MT, 2007-2024], Van Hollen, Chris [D-MD, 2017-2028], Warnock, Raphael [D-GA, 2021-2028], Warren, Elizabeth [D-MA, 2013-2030], Whitehouse, Sheldon [D-RI, 2007-2030], Wyden, Ron [D-OR, 1996-2028], Butler, Laphonza [D-CA, 2023-2024]","Jul 25, 2023 118 th Congress (2023–2025)","Introduced (Jul 25, 2023)",N/A,https://www.govtrack.us/congress/bills/118/s1,Senate Rules and Administration,,Failed Cloture,"Last Action: Oct 20, 2021",", S. 2747 (117th)","Government Operations and Politics, Accounting and auditing, Administrative law and regulatory procedures, Adult day care, show 87 more, Aging, Assault and harassment offenses, Broadcasting, cable, digital technologies, Buy American requirements, Child care and development, Citizenship and naturalization, Civil actions and liability, Commemorative events and holidays, Computer security and identity theft, Computers and information technology, Congressional districts and representation, Congressional elections, Congressional oversight, Constitution and constitutional amendments, Consumer credit, Corporate finance and management, Correctional facilities and imprisonment, Criminal investigation, prosecution, interrogation, Criminal justice information and records, Criminal procedure and sentencing, Department of the Treasury, Digital media, Diplomacy, foreign officials, Americans abroad, Disability and health-based discrimination, Disability and paralysis, Disability assistance, Domestic violence and child abuse, Due process and equal protection, Election Assistance Commission, Elections, voting, political campaign regulation, Employment and training programs, Executive agency funding and structure, Family relationships, Federal Election Commission (FEC), Federal district courts, Food industry and services, Foreign language and bilingual programs, Fraud offenses and financial crimes, Government ethics and transparency, public corruption, Government information and archives, Government lending and loan guarantees, Government studies and investigations, Government trust funds, Guam, Health care costs and insurance, Health care coverage and access, Housing and community development funding, Housing finance and home ownership, Intergovernmental relations, Internal Revenue Service (IRS), Judges, Judicial procedure and administration, Judicial review and appeals, Jurisdiction and venue, Labor-management relations, Law enforcement administration and funding, Lawyers and legal services, Legal fees and court costs, Licensing and registrations, Low- and moderate-income housing, Manufacturing, Military personnel and dependents, News media and reporting, Northern Mariana Islands, Political advertising, Political parties and affiliation, Political representation, Postal service, Public contracts and procurement, Public housing, Public participation and lobbying, Racial and ethnic relations, Right of privacy, Rural conditions and development, Social work, volunteer service, charitable organizations, State and local government operations, Subversive activities, Supreme Court, Tax administration and collection, taxpayers, Tax-exempt organizations, Telephone and wireless communication, U.S. Sentencing Commission, U.S. and foreign investments, U.S. territories and protectorates, User charges and fees, Virgin Islands, Voting rights, show less"
S2,S. 2 (118th): Ban Gambling on Elections Act of 2024,"A bill to amend the Commodity Exchange Act to prohibit political election or contest agreements, contracts, transactions, and swaps.",Jeff Merkley,N/A,"Merkley, Jeff [D-OR, 2009-2026]","Dec 20, 2024 118 th Congress (2023–2025)","Introduced (Dec 20, 2024)",N/A,https://www.govtrack.us/congress/bills/118/s2,"Senate Agriculture, Nutrition, and Forestry",Home,N/A,N/A,N/A,"Home, About GovTrack, About the Data, Contact Us, Privacy & Legal, Site News, Mastodon, Bluesky, Patreon, GitHub, Civic Impulse, LLC"
S3,S. 3 (118th): Improving Access to Advance Care Planning Act,"A bill to amend title XVIII of the Social Security Act to waive cost-sharing for advance care planning services, and for other purposes.",Mark Warner,Cosponsors,"Warner, Mark [D-VA, 2009-2026], Baldwin, Tammy [D-WI, 2013-2030], Collins, Susan [R-ME, 1997-2026], Klobuchar, Amy [D-MN, 2007-2030]","Dec 20, 2024 118 th Congress (2023–2025)","Introduced (Dec 20, 2024)",N/A,https://www.govtrack.us/congress/bills/118/s3,Senate Finance,,Introduced,"Last Action: Sep 15, 2022",", S. 4873 (117th)","Home, About GovTrack, About the Data, Contact Us, Privacy & Legal, Site News, Mastodon, Bluesky, Patreon, GitHub, Civic Impulse, LLC"
S4,S. 4 (118th): John R. Lewis Voting Rights Advancement Act of 2024,"A bill to amend the Voting Rights Act of 1965 to revise the criteria for determining which States and political subdivisions are subject to section 4 of the Act, and for other purposes.",Richard Durbin,Cosponsors,"Durbin, Richard [D-IL, 1997-2026], Blumenthal, Richard [D-CT, 2011-2028], Booker, Cory [D-NJ, 2013-2026], Coons, Christopher [D-DE, 2010-2026], Hirono, Mazie [D-HI, 2013-2030], Klobuchar, Amy [D-MN, 2007-2030], Padilla, Alejandro “Alex” [D-CA, 2021-2028], Welch, Peter [D-VT, 2023-2028], Whitehouse, Sheldon [D-RI, 2007-2030], Baldwin, Tammy [D-WI, 2013-2030], Bennet, Michael [D-CO, 2009-2028], Brown, Sherrod [D-OH, 2007-2024], Butler, Laphonza [D-CA, 2023-2024], Cantwell, Maria [D-WA, 2001-2030], Cardin, Benjamin [D-MD, 2007-2024], Carper, Thomas [D-DE, 2001-2024], Casey, Robert “Bob” [D-PA, 2007-2024], Cortez Masto, Catherine [D-NV, 2017-2028], Duckworth, Tammy [D-IL, 2017-2028], Fetterman, John [D-PA, 2023-2028], Gillibrand, Kirsten [D-NY, 2009-2030], Hassan, Margaret “Maggie” [D-NH, 2017-2028], Heinrich, Martin [D-NM, 2013-2030], Hickenlooper, John [D-CO, 2021-2026], Kaine, Timothy “Tim” [D-VA, 2013-2030], Kelly, Mark [D-AZ, 2020-2028], King, Angus [I-ME, 2013-2030], Luján, Ben [D-NM, 2021-2026], Markey, Edward “Ed” [D-MA, 2013-2026], Menendez, Robert “Bob” [D-NJ, 2006-2024], Merkley, Jeff [D-OR, 2009-2026], Murphy, Christopher [D-CT, 2013-2030], Murray, Patty [D-WA, 1993-2028], Ossoff, Jon [D-GA, 2021-2026], Peters, Gary [D-MI, 2015-2026], Reed, John F. “Jack” [D-RI, 1997-2026], Rosen, Jacky [D-NV, 2019-2030], Sanders, Bernard “Bernie” [I-VT, 2007-2030], Schatz, Brian [D-HI, 2012-2028], Schumer, Charles “Chuck” [D-NY, 1999-2028], Shaheen, Jeanne [D-NH, 2009-2026], Sinema, Kyrsten [I-AZ, 2019-2024], Smith, Tina [D-MN, 2018-2026], Stabenow, Debbie [D-MI, 2001-2024], Tester, Jon [D-MT, 2007-2024], Van Hollen, Chris [D-MD, 2017-2028], Warner, Mark [D-VA, 2009-2026], Warnock, Raphael [D-GA, 2021-2028], Warren, Elizabeth [D-MA, 2013-2030], Wyden, Ron [D-OR, 1996-2028]","Feb 29, 2024 118 th Congress (2023–2025)","Introduced (Feb 29, 2024)",N/A,https://www.govtrack.us/congress/bills/118/s4,Senate Judiciary,,Introduced,"Last Action: Oct 11, 2024",", H.R. 9968",Government Operations and Politics
S5,S. 5 (118th): Equality Act,"A bill to prohibit discrimination on the basis of sex, gender identity, and sexual orientation, and for other purposes.",Jeff Merkley,Cosponsors,"Merkley, Jeff [D-OR, 2009-2026], Durbin, Richard [D-IL, 1997-2026], Blumenthal, Richard [D-CT, 2011-2028], Booker, Cory [D-NJ, 2013-2026], Coons, Christopher [D-DE, 2010-2026], Hirono, Mazie [D-HI, 2013-2030], Klobuchar, Amy [D-MN, 2007-2030], Padilla, Alejandro “Alex” [D-CA, 2021-2028], Welch, Peter [D-VT, 2023-2028], Whitehouse, Sheldon [D-RI, 2007-2030], Baldwin, Tammy [D-WI, 2013-2030], Bennet, Michael [D-CO, 2009-2028], Brown, Sherrod [D-OH, 2007-2024], Cantwell, Maria [D-WA, 2001-2030], Cardin, Benjamin [D-MD, 2007-2024], Carper, Thomas [D-DE, 2001-2024], Casey, Robert “Bob” [D-PA, 2007-2024], Cortez Masto, Catherine [D-NV, 2017-2028], Duckworth, Tammy [D-IL, 2017-2028], Feinstein, Dianne [D-CA, 1992-2023], Fetterman, John [D-PA, 2023-2028], Gillibrand, Kirsten [D-NY, 2009-2030], Hassan, Margaret “Maggie” [D-NH, 2017-2028], Heinrich, Martin [D-NM, 2013-2030], Hickenlooper, John [D-CO, 2021-2026], Kaine, Timothy “Tim” [D-VA, 2013-2030], Kelly, Mark [D-AZ, 2020-2028], King, Angus [I-ME, 2013-2030], Luján, Ben [D-NM, 2021-2026], Markey, Edward “Ed” [D-MA, 2013-2026], Menendez, Robert “Bob” [D-NJ, 2006-2024], Murphy, Christopher [D-CT, 2013-2030], Murray, Patty [D-WA, 1993-2028], Ossoff, Jon [D-GA, 2021-2026], Peters, Gary [D-MI, 2015-2026], Reed, John F. “Jack” [D-RI, 1997-2026], Rosen, Jacky [D-NV, 2019-2030], Sanders, Bernard “Bernie” [I-VT, 2007-2030], Schatz, Brian [D-HI, 2012-2028], Schumer, Charles “Chuck” [D-NY, 1999-2028], Shaheen, Jeanne [D-NH, 2009-2026], Sinema, Kyrsten [I-AZ, 2019-2024], Smith, Tina [D-MN, 2018-2026], Stabenow, Debbie [D-MI, 2001-2024], Tester, Jon [D-MT, 2007-2024], Van Hollen, Chris [D-MD, 2017-2028], Warner, Mark [D-VA, 2009-2026], Warnock, Raphael [D-GA, 2021-2028], Warren, Elizabeth [D-MA, 2013-2030], Wyden, Ron [D-OR, 1996-2028], Butler, Laphonza [D-CA, 2023-2024]","Jun 21, 2023 118 th Congress (2023–2025)","Introduced (Jun 21, 2023)",N/A,https://www.govtrack.us/congress/bills/118/s5,Senate Judiciary,,Introduced,"Last Action: Feb 23, 2021",", S. 393 (117th)","Civil Rights and Liberties, Minority Issues, Civil actions and liability, Consumer credit, Due process and equal protection, show 11 more, Elementary and secondary education, Employment discrimination and employee rights, Government employee pay, benefits, personnel management, Higher education, Housing discrimination, Judicial procedure and administration, Museums, exhibitions, cultural centers, Religion, Retail and wholesale trades, Sex, gender, sexual orientation discrimination, Sports and recreation facilities, show less"
S6,S. 6 (118th): Balanced Budget Accountability Act,"A bill to reduce a portion of the annual pay of Members of Congress for the failure to adopt a concurrent resolution on the budget which does not provide for a balanced budget, and for other purposes.",Steve Daines,Cosponsors,"Daines, Steve [R-MT, 2015-2026], Schmitt, Eric [R-MO, 2023-2028]","Jan 23, 2023 118 th Congress (2023–2025)","Reintroduced Bill —
								
								Introduced (Jan 09, 2025)",N/A,https://www.govtrack.us/congress/bills/118/s6,Senate Homeland Security and Governmental Affairs,,Introduced,"Last Action: Jan 26, 2021",", S. 48 (117th)","Budget deficits and national debt, Budget process, Congress, Government employee pay, benefits, personnel management, show 2 more, Income tax rates, Legislative rules and procedure, show less"
S7,S. 7 (118th): A bill to authorize an additional district judgeship for the district of Idaho.,"GovTrack automatically collects legislative information from a variety of governmental and non-governmental sources. This page is sourced primarily from
					
						Congress.gov, the official portal of the United States Congress.
						Congress.gov is generally updated one day after events occur, and so legislative activity shown here may be one day behind. Data via the congress project.",Michael “Mike” Crapo,Cosponsors,"Crapo, Michael “Mike” [R-ID, 1999-2028], Risch, James [R-ID, 2009-2026]","Jan 23, 2023 118 th Congress (2023–2025)","Reintroduced Bill —
								
								Introduced (Jan 09, 2025)",N/A,https://www.govtrack.us/congress/bills/118/s7,Senate Judiciary,,Introduced,"Last Action: Jan 22, 2021",", S. 23 (117th)","Law, Federal district courts, Idaho, Judges"
